Country,SE.COM.DURS,SE.ENR.PRIM.FM.ZS,SE.ENR.PRSC.FM.ZS,SE.ENR.SECO.FM.ZS,SE.ENR.TERT.FM.ZS,SE.PRE.DURS,SE.PRE.ENRL.TC.ZS,SE.PRE.ENRR,SE.PRE.ENRR.FE,SE.PRE.ENRR.MA,SE.PRM.AGES,SE.PRM.CMPT.FE.ZS,SE.PRM.CMPT.MA.ZS,SE.PRM.CMPT.ZS,SE.PRM.DURS,SE.PRM.ENRL,SE.PRM.ENRL.FE.ZS,SE.PRM.ENRL.TC.ZS,SE.PRM.ENRR,SE.PRM.ENRR.FE,SE.PRM.ENRR.MA,SE.PRM.GINT.FE.ZS,SE.PRM.GINT.MA.ZS,SE.PRM.GINT.ZS,SE.PRM.NENR,SE.PRM.OENR.FE.ZS,SE.PRM.OENR.MA.ZS,SE.PRM.OENR.ZS,SE.PRM.PRIV.ZS,SE.PRM.PRSL.FE.ZS,SE.PRM.PRSL.MA.ZS,SE.PRM.PRSL.ZS,SE.PRM.REPT.FE.ZS,SE.PRM.REPT.MA.ZS,SE.PRM.REPT.ZS,SE.PRM.TCHR,SE.PRM.TCHR.FE.ZS,SE.PRM.TENR,SE.PRM.UNER,SE.PRM.UNER.FE,SE.PRM.UNER.FE.ZS,SE.PRM.UNER.MA,SE.PRM.UNER.MA.ZS,SE.PRM.UNER.ZS,SE.SEC.AGES,SE.SEC.CMPT.LO.FE.ZS,SE.SEC.CMPT.LO.MA.ZS,SE.SEC.CMPT.LO.ZS,SE.SEC.DURS,SE.SEC.ENRL,SE.SEC.ENRL.FE.ZS,SE.SEC.ENRL.GC,SE.SEC.ENRL.GC.FE.ZS,SE.SEC.ENRL.LO.TC.ZS,SE.SEC.ENRL.TC.ZS,SE.SEC.ENRL.VO,SE.SEC.ENRL.VO.FE.ZS,SE.SEC.ENRR,SE.SEC.ENRR.FE,SE.SEC.ENRR.MA,SE.SEC.NENR,SE.SEC.NENR.FE,SE.SEC.NENR.MA,SE.SEC.PRIV.ZS,SE.SEC.PROG.FE.ZS,SE.SEC.PROG.MA.ZS,SE.SEC.PROG.ZS,SE.SEC.TCHR,SE.SEC.TCHR.FE,SE.SEC.TCHR.FE.ZS,SE.TER.ENRR,SE.TER.ENRR.FE,SE.TER.ENRR.MA,SE.XPD.PRIM.ZS,SE.XPD.SECO.ZS,SE.XPD.TERT.ZS,SE.XPD.TOTL.GB.ZS,SE.XPD.TOTL.GD.ZS,SH.DTH.0509,SH.DTH.1014,SH.DTH.1519,SH.DTH.2024,SH.DYN.0509,SH.DYN.1014,SH.DYN.1519,SH.DYN.2024,SL.TLF.TOTL.FE.ZS,SL.TLF.TOTL.IN,SL.UEM.TOTL.FE.ZS,SL.UEM.TOTL.MA.ZS,SL.UEM.TOTL.ZS,SP.POP.0014.TO.ZS,SP.POP.1564.TO.ZS
Lao PDR,9,0.962270021,0.948159993,0.933759987,1.070379972,6,18.24345,46.68267822,47.29727173,46.09193039,6,97.11763,98.63583374,97.89003754,5,786246,48.11446,22.33717,102.3609924,100.357338,104.2918472,100.13518,104.263,102.2389,91.46712,9.63738,11.50833,10.60813,6.201879978,84.87828827,81.16758728,82.94812775,3.37168,4.88101,4.15481,35199,52.34807968,91.46712,65377,35174,9.331190109,30203,7.721389771,8.511400223,11,65.48168182,68.68477631,67.1064682,7,678129,47.56735,671064,47.59531,17.32894,18.15412,7065,44.91154,67.36177826,65.02220154,69.63482666,60.0122,59.35568,60.65005,,,,,,,,14.96675968,15.51762962,14.42553043,,,,,,564,728,680,1061,3.6,4.9,4.8,7.6,49.07728265,3719774,0.569999993,0.699999988,0.639999986,32.60391868,63.32093135
Late-demographic dividend,10,1.00445,1.01007,1.01716,1.194679976,5,15.84522,85.82295227,85.76894379,85.871521,,97.40727997,96.51152039,96.93363953,5.5,167000000,47.17886,17.16688,102.6456,102.8867,102.4312,100.4865,100.052,100.2573,,,,,10.12848,95.77147,94.63041,95.17132,1.33205,1.63843,1.49388,9845247,72.95241,96.5026,4002320,1852733,2.415400028,2149587,2.49187994,2.455879927,,86.35518646,84.84381866,85.55931854,6.5,161000000,47.88807,137000000,48.69647,12.95764,13.50771,23000000,43.07182,89.81225,90.61463,89.0863,82.59895,84.63669,80.75856,12.65828,,,,11800000,7216907,60.93732,50.85147858,56.61388016,45.5921402,,,,,,30492,33187,72546,115214,1.049570802,1.163589813,2.526005564,3.715491354,43.62289219,1242529398,4.913759821,5.12825158,5.034991658,19.01699056,70.26006181
Latin America & Caribbean,13,0.98479,1.01433,1.04474,1.232650042,6,20.4856,77.52462006,78.01911163,77.05005646,,98.31036377,98.00343323,98.15247345,6,63300000,48.50008,21.30215,108.7282,107.8772,109.5439,100.0131,100.7464,100.3875,93.71661,,,,20.46413,86.99094,83.77575,85.34395,3.90539,4.85192,4.39285,3031211,77.63644,94.936,1714939,753217,2.641489983,961722,3.232850075,2.943429947,,82.02136993,77.16605377,79.5483017,6,64100000,50.13663,55700000,49.90016,18.25184,16.4962,7964629,51.78889,97.56992,99.74361,95.47261,77.50429,79.07735,75.98675,19.14477,,,,3910828,2252184,57.58842,52.71844864,59.74541092,45.84566879,,,,,,13514,16718,54864,79336,1.3,1.6,5.1,7.3,41.73466903,309372468,9.455117655,6.887533203,7.956362661,24.53968827,67.0169311
Latin America & Caribbean (excluding high income),14,0.98519,1.01478,1.04519,1.233610034,6,20.40106,77.55722046,78.08756256,77.04830933,,98.54801941,98.22817993,98.38349915,6,60600000,48.50424,21.57,109.1723,108.3407,109.9693,100.1628,100.8864,100.5323,93.80971,,,,19.28712,86.68088,83.36587,84.98275,3.98299,4.87144,4.4405,2866934,77.28233,95.1471,1568662,679703,2.50112009,888959,3.134870052,2.824729919,,81.68608856,76.8150177,79.20510864,6,61600000,50.1499,53500000,49.86319,18.39302,16.60104,7517874,52.19136,97.57728,99.7723,95.45882,77.29944,78.86107,75.79267,18.08632,,,,3727632,2135406,57.28585,51.56261826,58.46509171,44.80686951,,,,,,13183,16309,53769,77545,1.30936245,1.59278316,5.157005047,7.44432809,41.68967964,294030849,9.551632891,6.910085947,8.008557922,24.75054239,67.00166737
Latin America & the Caribbean (IDA & IBRD countries),14,0.98511,1.01456,1.04491,1.229830027,6,20.46768,77.41175842,77.91253662,76.93105316,,98.59806061,98.32321167,98.45651245,6,62300000,48.51194,21.69085,108.9413,108.1069,109.7414,100.0181,100.7657,100.3998,93.75228,,,,20.66676,86.8919,83.65247,85.23249,3.95451,4.91091,4.44694,2929907,77.48744,94.98276,1633746,714410,2.552099943,919335,3.148580074,2.856620073,,81.81256104,76.95352936,79.33820343,6,63000000,50.15311,54800000,49.87694,18.41552,16.65098,7740393,52.10803,97.59474,99.77661,95.48845,77.43196,78.98677,75.93138,19.34152,,,,3810632,2187325,57.4006,52.69842148,59.62322998,45.92008972,,,,,,13392,16572,54554,78848,1.294011033,1.577391789,5.102459316,7.365004202,41.76649195,302768557,9.58391934,6.963070137,8.054856008,24.73825764,67.00056092
Latvia,11,1.004840016,0.997439981,0.989839971,1.325559974,6,,95.04225159,94.64955902,95.41103363,7,99.19602203,97.64386749,98.3991394,6,121674,,,99.61438751,99.86064911,99.38002777,,,,,,,,2.384239912,,,,,,,10622,92.2990036,,1382,401,0.673259974,981,1.567489982,1.131440043,13,100.13694,98.6164093,99.35904694,6,117326,,,,,,,,109.1557007,108.5845718,109.6991501,,,,3.750230074,,,,13986,11548,82.56828308,93.02448273,111.8452072,75.43283081,,,,,,15,14,40,66,0.7,0.7,2.5,3.6,49.94645862,1000161,6.420000076,8.409999847,7.409999847,15.99577694,63.96060274
Least developed countries: UN classification,8,0.94882,0.94084,0.92297,0.717930019,3,28.72051,24.54932976,24.58886909,24.51078033,,71.59554291,71.84690094,71.72103882,6,157000000,48.2923,37.15033,104.5465,101.7717,107.2611,117.1285,126.4528,121.847,80.77344,,,,13.59336,56.76421,51.10194,53.78748,8.07463,8.2526,8.16665,4248030,45.81057,81.11042,24500000,13400000,18.06295967,11100000,14.63815022,16.33177948,,46.4711113,49.33415985,47.91439819,6,64900000,47.44486,61100000,47.99085,27.95508,24.74825,3357939,37.51576,46.78102,44.88916,48.63544,38.05158,35.80764,40.25338,34.99213,,,,2634280,721950,27.40597,10.58370972,8.839699745,12.31276035,,,,15.32516003,3.696439981,217906,134726,217835,232616,8.187665446,5.558246609,10.03235724,12.22799699,42.77755883,410134528,4.802035496,4.093129197,4.39615145,39.43336248,57.02638841
Lebanon,10,,,,,3,,,,,6,,,,6,509280,48.20531,,,,,,,,,5.76334,7.62719,6.72872,71.83730316,87.20702362,82.82196045,84.94776917,4.88798,7.55592,6.26983,,,,,,,,,,12,,,,6,402502,51.19602,339951,53.07088,,,62551,41.00654,,,,,,,59.0970993,,,,,,,,,,,,,,,109,114,280,347,0.9,1,2.3,2.8,24.45516671,2384032,9.859999657,4.880000114,6.099999905,26.09586717,66.9017647
Lesotho,7,,,,1.35326004,3,,,,,6,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,5,,,,,,,,,,,,,,,,,,,,,,10.19626045,12.39754963,8.018039703,55.95786,30.06448,7.40778,13.89303017,6.985189915,232,158,459,740,5.2,3.6,10.5,18,45.34350209,962687,28.28000069,20.39999962,23.97999954,32.71635154,62.38256097
Liberia,6,,,,,3,,,,,6,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,42.38775,53.44416,,8.062680244,2.584120035,1115,927,1995,905,8.4,7.7,19,10.5,47.46939266,2165330,2.200000048,3.599999905,2.940000057,41.12498659,55.62158161
Libya,9,,,,,2,,,,,6,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219,239,408,523,1.7,2,3.7,4.8,34.10676197,2380698,24.70000076,15.22000027,18.45999908,28.31923773,67.28872201
Liechtenstein,9,1.008409977,0.898109972,0.831250012,0.564960003,2,,99.48119354,93.80053711,104.75,7,111.1702118,103.6082535,107.3298416,5,1999,,,106.3297882,106.8027191,105.9118195,,,,,,,,3.201600075,,,,,,,257,78.98832703,,3,,,,,0.148770005,12,95.95960236,107.0707092,101.515152,7,3087,,,,,,,,112.0101624,101.6411438,122.2743683,,,,3.790090084,,,,339,200,58.99705124,38.30027008,27.59090996,48.83721161,,,,,,,,,,,,,,,,,,,,
Lithuania,10,1.000319958,0.975830019,0.963779986,1.271489978,7,,88.34020996,87.96994019,88.69255066,7,104.4646378,104.1148529,104.2855988,4,116626,,,104.2653427,104.2822037,104.2493134,,,,,,,,3.643270016,,,,,,,8501,96.80037689,,201,,,,,0.179499999,11,99.97721863,98.83831024,99.39675903,8,232993,,,,,,,,108.2379379,106.1936264,110.1845627,,,,3.460619926,,,,29860,24347,81.53717041,73.7303009,85.7025528,62.43534088,,,,,,18,21,62,115,0.6,0.8,2.3,3.4,50.23096515,1472733,5.409999847,6.889999866,6.150000095,14.88242451,65.41254234
Low & middle income,9,0.97892,0.98371,0.98924,1.099259973,3,18.29623,58.39805984,58.13592148,58.64266968,,87.78180695,88.51248932,88.15956879,6,651000000,48.39303,25.44687,101.1842,100.0697,102.2246,104.1389,107.4866,105.8697,88.60731,,,,19.24371,80.22116,77.59976,78.84537,3.05871,3.60614,3.34122,26200000,63.17777,89.76124,56800000,30800000,9.917790413,26000000,7.812550068,8.829000473,,73.68560028,73.06231689,73.36206818,6,505000000,47.88991,456000000,48.48469,17.794,18.11664,48600000,42.30348,72.25205,71.84716,72.62871,63.29202,63.19792,63.38137,27.93287,,,,27700000,14500000,52.46118,33.02791977,34.81179047,31.35650063,,,,,,509783,364138,578261,714022,4.314741431,3.24119229,5.382253632,6.837556211,37.66822144,2805402893,5.577958892,5.354577442,5.438387245,27.59191086,65.2867818
Low income,9,0.91834,0.89407,0.82884,0.637120008,3,29.65545,20.05966949,20.08252907,20.0373497,,62.69092941,66.96694946,64.85063171,6,105000000,47.87914,39.82732,101.6486,97.2768,105.9265,119.3295,129.2075,124.3246,,,,,12.92324,52.36429,46.86214,49.45558,9.04789,9.45315,9.25912,2769814,41.87552,80.48845,19800000,11100000,21.69013977,8709071,16.60589981,19.12043953,,36.36333847,44.22212982,40.32622147,6,36300000,45.30684,38300000,45.61825,,22.09153,2225742,39.95429,40.56278,36.73397,44.31998,33.57867,30.97367,36.1417,16.92301,,,,1694633,441560.2,26.0564,9.527990341,7.406360149,11.62481976,,,,15.7802,,168585,107061,164899,178647,9.2,6.6,11.6,14.6,43.74201711,252374924,4.907611787,4.824755032,4.859991294,42.09448944,54.64048575
Lower middle income,10,0.98912,0.993,0.99531,1.040570021,3,19.58741,59.11050034,59.30451965,58.92977905,,89.48088837,89.19184113,89.33081818,6,310000000,49.13284,28.87235,99.55864,98.99627,100.0852,101.1386,104.9085,103.0871,86.9201,,,,26.89211,80.93559,78.31965,79.56282,1.77217,2.14206,1.96032,10300000,58.41197,88.88351,29100000,15500000,10.30420971,13600000,8.466609955,9.355199814,,75.70011139,72.91710663,74.2562027,7,249000000,47.94685,245000000,48.56316,21.21797,22.34035,15500000,38.21064,67.53172,67.36678,67.68436,59.91367,59.73422,60.08144,39.94784,,,,10500000,4926592,47.09229,23.67205048,24.1803093,23.19924927,,,,16.88315964,3.989439964,282832,201373,284034,346481,4.8,3.5,5.3,6.7,30.16765664,1092897359,5.357291856,4.945808029,5.06936529,30.65038447,63.83915543
Luxembourg,12,0.975750029,1.000280023,1.019999981,1.133239985,3,,91.72187042,90.84281158,92.55460358,6,78.53385925,80.71225739,79.64601898,6,38173,,,103.2763367,101.9853287,104.5196228,,,,,,,,12.18138027,,,,,,,4718,75.87960815,,369,,,,,0.997389972,12,113.2003784,116.3186188,114.8057098,7,48749,,,,,,,,104.3004837,105.3623276,103.2965698,,,,18.80448914,,,,5485,2979,54.31175995,18.59046936,19.96397972,17.3039608,,,,,,1,1,6,7,0.2,0.2,0.8,0.9,45.91504078,302757,5.880000114,5.329999924,5.590000153,15.87882399,69.93802183
"Macao SAR, China",10,0.99346,0.995320022,0.997439981,1.258780003,3,14.49653,95.62122345,94.0812912,97.07422638,6,102.823761,99.45529175,101.0805664,6,30169,48.17859,13.49843,100.4093704,100.0688477,100.7280502,95.57895,93.60158,94.55967,96.39553,3.66701,4.29832,3.99417,97.7592926,99.7844162,97.77413177,98.73235321,1.29343,2.0788,1.70042,2235,82.23713684,96.4155,902,456,3.139410019,446,2.873529911,3.002059937,12,100,95.89920807,97.8848114,6,26608,48.2975,25672,48.80025,10.35432,9.75724,936,34.50855,101.0366364,100.9029465,101.16185,86.42111,88.4108,84.55769,95.98616791,,,,2727,1602,58.74586868,90.65709686,104.4609909,77.42852783,,,,14.66703033,2.738699913,,,,,,,,,48.43873765,383792,1.289999962,2.279999971,1.799999952,13.65406658,75.86173049
Madagascar,5,1.007310033,1.009379983,1.029739976,0.950209975,3,22.12943,39.60987091,41.44253159,37.81785965,6,68.07849121,62.88983917,65.46877289,5,4860888,49.79428,39.81169,142.5342865,143.0571442,142.019455,157.18468,153.89689,155.52513,95.60378,23.86822,26.08615,24.98175,19.68346024,33.2596283,29.91968918,31.5692997,24.84218,27.29671,26.0745,122097,53.49599075,96.86561,66840,,,,,1.959929943,11,38.24433899,35.75555038,36.99671936,7,1548208,50.60593,1512115,50.99791,19.7386,19.29784,36093,34.18391,36.52693176,37.06354904,35.99303055,29.84739,31.03119,28.66958,42.74523163,,,,80227,33434,41.67425156,5.350490093,5.214149952,5.487370014,,,,19.81822014,2.825489998,7813,4890,6410,6130,11,7.6,11,12.1,48.89712079,13408268,1.710000038,1.669999957,1.690000057,40.66815059,56.34513228
Malawi,8,1.008990049,1.001119971,0.982129991,,3,,,,,6,,,,6,4441839,49.94967,58.67919,142.4578247,143.0986176,141.8240051,130.12668,131.00741,130.57044,,20.13806,18.50312,19.31977,,,,,,,,75697,44.02552032,,,,,,,,12,,,,6,1040975,49.53251,1040975,49.53251,,72.31002,,,40.28176117,39.91857147,40.64471054,34.23885,34.76096,33.7171,10.23194981,,,,14396,3292,22.86746025,,,,,,,15.7802,4.714839935,4263,2253,2975,4119,7.9,4.6,7.3,11.8,48.81335489,7798372,6.539999962,4.75,5.619999886,43.90228591,53.45227916
Malaysia,6,,,1.084280014,1.184360027,2,18.11021,99.22441864,100.4379425,98.08123016,6,,,,6,,,,,,,,,,,,,,,,,,,,,239725,69.71195984,,,,,,,,12,84.20078278,79.48574066,81.76969147,6,2592970,50.48053,2307875,51.27877,,11.40208,285095,44.01866,81.99226379,85.41413116,78.7751236,72.21113,75.42821,69.18652,8.947230339,,,,227412,153174,67.35527802,45.1253891,49.85466003,40.66350174,34.03561,41.36964,21.34708,19.73863983,4.481259823,573,731,1724,2055,1.2,1.5,3.1,3.6,38.53590561,15523398,3.630000114,3.089999914,3.299999952,23.99514109,69.33310429
Maldives,7,1.036270022,1.028460026,1.012840033,,3,,89.49053192,91.22888184,87.93418884,6,93.70510101,92.6534729,93.17411804,7,47236,,,96.59713745,98.39517212,94.95162964,,,,,,,,3.85510993,,,94.22429657,,,,4582,70.75512695,,1671,397,1.698979974,1274,4.989620209,3.417180061,13,104.9347534,117.7053223,111.2820511,5,22765,,,,,,,,85.27813721,85.84500122,84.75697327,,,,4.770480156,,,,3665,1851,50.50476837,,,,,,,,,6,7,15,28,0.9,1.1,2.4,2.4,21.11231706,285620,5.309999943,6.050000191,5.900000095,20.1479166,76.14873879
Mali,9,0.901000023,0.876399994,0.822969973,,3,19.63666,6.960790157,7.082320213,6.843410015,7,,,,6,2477081,46.5862,37.82669,75.6006012,71.60266876,79.47065735,,,,58.94142,6.93505,7.21478,7.08447,39.93487167,,,,,,,65485,31.68664932,58.94142,1343000,711827,44.16783905,631173,37.91067886,40.98841095,13,,,,6,1046493,44.48754,918775,44.99883,29.72838,,127718,40.80944,41.0272789,36.99536896,44.95349121,29.92706,26.81248,32.95999,43.76684952,,,,,,,,,,,,,,,8666,4420,4240,3995,14.2,8.5,10.2,12.1,42.17369963,6949203,8.25,6.630000114,7.309999943,47.54348639,49.94928385
Malta,11,1.006770015,1.00406003,1.001680017,1.267140031,2,,109.3249817,107.718277,110.8132324,5,101.8508987,105.1923065,103.5776367,6,26532,,,106.6741714,107.0479126,106.3279419,,,,,,,,42.88782883,,,,,,,,,,,,,,,,11,104.4605789,103.5148468,103.9766998,7,30925,,,,,,,,107.2667389,107.3589096,107.1791077,,,,35.80921936,,,,,,,59.25175858,68.76969147,50.39825821,,,,,,1,2,5,8,0.2,0.6,1.1,1.5,40.98336417,236718,3.5,3.769999981,3.660000086,14.27690052,65.37377518
Mauritania,9,1.058089972,1.046800017,1.016530037,0.541689992,6,,,,,6,79.6911087,72.51891327,76.05602264,6,655261,50.70468,34.27814,99.89176178,102.752449,97.11083984,106.27895,103.92486,105.08427,79.5744,21.30637,19.34473,20.33938,15.65834045,,,,1.7824,1.6117,1.69825,19116,33.44319153,80.30889,129168,60060,18.57442093,69108,20.77667999,19.69111061,12,44.1431694,39.62462997,41.85226822,7,236775,49.71302,235653,49.75324,37.60032,25.9167,1122,41.2656,36.8339119,37.14017868,36.53606033,30.97658,31.72382,30.24987,24.56467056,,,,9136,1169,12.79553032,5.002089977,3.500479937,6.46213007,,,,,,631,221,928,1084,5.4,2.2,10.3,13.6,30.94031649,1196746,11.51000023,9.630000114,10.22000027,40.08318282,56.77570502
Mauritius,11,1.027109981,1.044059992,1.056640029,,3,12.37967,98.11878967,98.73853302,97.52297211,5,101.9052505,99.71878815,100.7911835,6,89642,49.72,16.19841,101.1075974,102.4856873,99.78083038,103.23446,102.5825,102.90226,94.80512,2.74175,2.9109,2.8268,34.62327957,94.32617188,94.90174866,94.61476135,0.00673,0.01331,0.01004,5534,78.94831848,94.99232,1156,,,,,1.303979993,11,92.84586334,80.90180206,86.75364685,7,122424,50.41822,110715,51.98934,,10.9886,11709,35.56239,95.09619904,97.7666626,92.52626038,84.30832,87.0561,81.66395,56.58694077,,,,11141,6605,59.28551865,,,,22.82639,62.72406,6.42423,19.64781952,4.834589958,12,17,57,95,0.9,1,3,4.8,39.30427921,605789,9.529999733,4.420000076,6.429999828,17.79369232,70.73213461
Mexico,14,1.006219983,1.046270013,1.08762002,1.036919951,6,,72.79931641,73.78244019,71.85984802,6,102.6292801,101.8975372,102.2558899,6,14061377,,,105.0280685,105.3607101,104.709877,,,,,,,,9.552459717,,,,,,,571520,67.40760803,,93645,,,,,0.69946003,12,93.29638672,89.7368927,91.48665619,6,14160635,,,,,,,,105.103363,109.5876083,100.7587128,,,,13.27433968,,,,833944,422867,50.70687866,41.52280045,42.30899811,40.74708176,,,,,,2478,3246,9528,15132,1.1,1.4,4.3,6.9,37.69979279,56255845,3.430000067,3.200000048,3.279999971,26.55684819,66.21946683
Middle East & North Africa,9,0.97164,0.96494,0.95607,1.068369985,3,20.95591,31.16790009,30.98278046,31.34374046,,89.79959869,92.65934753,91.26567078,6,51500000,48.00201,21.32469,104.2292,102.6921,105.6896,101.0914,102.6685,101.9005,93.71546,,,,10.45542,84.89196,85.55244,85.23158,3.85274,6.73938,5.35374,2415278,64.54138,94.94395,2576943,1522369,6.323180199,1054574,4.161300182,5.214540005,,76.36955261,74.90599823,75.62110138,6,36800000,47.25132,32800000,48.4855,16.56002,14.91591,4235568,37.70573,80.97066,79.10927,82.74429,72.89887,70.76348,74.94981,9.56539,,,,2451657,1218348,49.69487,40.5891304,42.06703949,39.19100952,,,,,,21973,19102,34056,42951,2.4,2.4,4.7,5.8,20.00771081,149566684,17.85181185,7.8021037,9.813115176,29.88622822,64.93158841
Middle East & North Africa (IDA & IBRD countries),9,0.96592,0.9594,0.95046,1.030130029,2,22.61583,28.03030968,27.76402092,28.28266907,,88.48164368,91.93901825,90.25498199,6,45400000,47.82625,23.00915,104.6797,102.8186,106.4459,101.843,102.6411,102.2527,93.3991,,,,9.02745,83.80855,84.66132,84.24773,4.31173,7.52381,5.98759,1973860,64.14181,94.71022,2375910,1431529,6.774909973,944381,4.241519928,5.475080013,,72.78382874,71.43778229,72.09552002,6,30500000,47.52165,26700000,48.87337,18.08589,16.17787,3858712,38.17625,77.4084,75.39607,79.32563,70.25002,67.83314,72.57012,7.81083,,,,1887559,889570.3,47.12808,38.11077881,38.70439911,37.53842163,,,,,,20971,18099,30644,37979,2.658677441,2.635237083,4.86983464,5.973406256,19.73668035,115251483,19.83542347,9.250615023,11.33993538,31.0164046,63.58108067
